Epoch,MSE,C-Index,RM2,Pearson,AUPR
873,0.2063477,0.890247132,0.742252973,0.866870535,0.725346609
874,0.198790602,0.888845402,0.7463448,0.867996865,0.728968113
875,0.198793054,0.900411337,0.744879487,0.868048684,0.727558668
876,0.19958296,0.893663738,0.738910005,0.869235422,0.727867298
877,0.19868264,0.89660335,0.752756238,0.868167383,0.729759272
878,0.20671557,0.891358484,0.735644324,0.867664916,0.719241878
879,0.19830309,0.894778842,0.741577295,0.8687945,0.718796295
880,0.20023535,0.895457385,0.738685942,0.86762534,0.730397244
881,0.20622106,0.890576869,0.738731404,0.866210147,0.720279041
882,0.20528021,0.891923464,0.733756639,0.867286586,0.737705171
883,0.20517632,0.897726495,0.738167977,0.865304956,0.734376381
884,0.2071193,0.889256693,0.740852292,0.867659052,0.728398974
885,0.20040251,0.888393678,0.746463436,0.867327269,0.742268685
886,0.20042045,0.89068691,0.740709507,0.867529119,0.73958324
887,0.19882649,0.8979563,0.735384185,0.867520628,0.731007522
888,0.19811548,0.894532649,0.753949982,0.868325332,0.729075403
889,0.20318206,0.894973116,0.742891472,0.867238534,0.724909321
890,0.20290688,0.895223674,0.745936939,0.868633889,0.728125561
891,0.20315531,0.895318093,0.739321369,0.868199504,0.721955136
892,0.20322381,0.892776907,0.737616075,0.867407223,0.728704028
893,0.198766295,0.892431471,0.7515028,0.869655577,0.73671095
894,0.19985043,0.886430797,0.744145044,0.868794427,0.735406177
895,0.20214169,0.893486234,0.747955358,0.868162053,0.733783251
896,0.20249005,0.889777566,0.746181863,0.867191422,0.73096637
897,0.19949605,0.894076101,0.746806673,0.868341503,0.741551746
898,0.20154288,0.887686343,0.74587035,0.86845226,0.733041292
899,0.20263124,0.890941066,0.739167923,0.870325279,0.733373349
900,0.20079426,0.894656167,0.744287182,0.869780724,0.739406106
901,0.20091167,0.892252436,0.745900808,0.867364053,0.72809408
902,0.19943325,0.892251364,0.744159752,0.869334755,0.734395394
903,0.2003562,0.89492449,0.748407453,0.868366947,0.737089131
904,0.20201455,0.891073007,0.752378691,0.869286316,0.726270162
905,0.198586612,0.897510779,0.731380207,0.869794794,0.727419262
906,0.19838265,0.892922326,0.7492242,0.870035006,0.738237918
907,0.20151415,0.892817186,0.751514551,0.867025029,0.722250059
908,0.20360357,0.889881173,0.739905437,0.867755914,0.724684812
909,0.20264822,0.892414548,0.754315499,0.8685776,0.742064152
910,0.20204903,0.893980151,0.747275448,0.866745521,0.732650627
911,0.19973122,0.895557317,0.751886472,0.8695037,0.725662891
912,0.20397517,0.890161519,0.748268245,0.866423915,0.73096637
913,0.20239443,0.889247045,0.741152917,0.868307611,0.724684812
914,0.2024478,0.889921223,0.740868054,0.867122743,0.727030273
915,0.20196004,0.894599424,0.737928772,0.866579332,0.733783251
916,0.20609167,0.891949117,0.747056992,0.86488222,0.72311112
917,0.20501387,0.892609665,0.743605759,0.86725704,0.733373349
918,0.198728811,0.898270187,0.739026411,0.868500401,0.744074932
919,0.19826621,0.894311803,0.752243654,0.868895397,0.734806089
920,0.20026778,0.891334975,0.74649117,0.867874248,0.727969666
921,0.20084517,0.889560702,0.744562402,0.868065942,0.714651793
922,0.20218527,0.890921693,0.740053501,0.870404905,0.718917911
923,0.2017227,0.89244939,0.74897241,0.869061527,0.723546529
924,0.19828741,0.8948035,0.749422581,0.869673084,0.726184894
925,0.19976003,0.890561784,0.752179268,0.867900546,0.72522179
926,0.20034197,0.889934317,0.749001568,0.868553689,0.740926823
927,0.19855869,0.893044235,0.746901494,0.868427612,0.734567361
928,0.2013387,0.89591133,0.745907195,0.866764009,0.719841222
929,0.19842608,0.892928758,0.75602521,0.870133681,0.722922254
930,0.19938333,0.896474319,0.753741047,0.868258368,0.733557351
931,0.19838299,0.896732534,0.752035261,0.869613253,0.730451205
932,0.20135674,0.891755762,0.738656798,0.868605541,0.723793939
933,0.19968694,0.893802724,0.745077279,0.86801174,0.730709859
934,0.19826597,0.891692663,0.752901384,0.8697541,0.726487086
935,0.2035682,0.890530464,0.739174907,0.866999632,0.722703265
936,0.20031635,0.8910763,0.751562844,0.867984039,0.73096637
937,0.20224999,0.890651148,0.740825385,0.86736347,0.724684812
938,0.20011234,0.889704971,0.746708438,0.868571105,0.737089131
939,0.20557316,0.891128066,0.732618882,0.86565248,0.726270162
940,0.19902413,0.895846086,0.729323365,0.867465105,0.739979146
941,0.20304716,0.890780026,0.750992292,0.867305938,0.732328748
942,0.2021365,0.88932477,0.751189212,0.867347901,0.728573725
943,0.19839056,0.894823869,0.749268545,0.868020447,0.742867763
944,0.20497864,0.88924268,0.732454676,0.868850613,0.726772878
945,0.20262639,0.892641597,0.740138585,0.868958923,0.724293558
946,0.19833551,0.898478704,0.74482534,0.868617055,0.724782008
947,0.2016628,0.890866941,0.743988769,0.868412704,0.72721098
948,0.19800082,0.890438037,0.750664173,0.868349106,0.728944097
949,0.2039801,0.894330488,0.744422789,0.866865849,0.720173644
950,0.20162478,0.889488031,0.752074671,0.867505796,0.736549077
951,0.20446748,0.89207095,0.746124351,0.866220401,0.725351019
952,0.20228179,0.896169851,0.74134798,0.865803335,0.729147401
953,0.198541,0.897591567,0.737563241,0.868337205,0.737361357
954,0.20429184,0.890638513,0.735947423,0.866051557,0.727358074
955,0.2004473,0.894574843,0.75011041,0.867708996,0.73671095
956,0.20287335,0.893642679,0.740283184,0.867645373,0.727629071
957,0.2000069,0.895862933,0.751413517,0.867330044,0.746123466
958,0.20463736,0.890242614,0.744021756,0.866487463,0.740466601
959,0.19942805,0.89502649,0.752136313,0.867640227,0.740155672
960,0.20979333,0.896242292,0.732718608,0.865612362,0.725723747
961,0.20037825,0.893734035,0.736879935,0.866391005,0.73725854
962,0.20365487,0.891179678,0.740336918,0.866155315,0.72721098
963,0.2028145,0.896802908,0.73574336,0.865572032,0.724797403
964,0.20045283,0.895407457,0.751401922,0.867263939,0.730607176
965,0.20516832,0.887367402,0.746528123,0.866672574,0.73057333
966,0.20337823,0.894246484,0.750852594,0.866559721,0.725662891
967,0.21066397,0.887729379,0.720431439,0.865850563,0.721208837
968,0.20054139,0.900132446,0.742780489,0.866930227,0.727570438
969,0.20267856,0.89644231,0.72946759,0.864714452,0.728968113
970,0.20629653,0.892423431,0.747049017,0.864458226,0.715687472
971,0.20186819,0.893199685,0.736438024,0.865284761,0.731740093
972,0.20673065,0.889710715,0.738384179,0.865511213,0.713702122
973,0.20670374,0.888832461,0.745438389,0.865102732,0.731390348
974,0.20266996,0.890645635,0.73938058,0.865208958,0.737527763
975,0.20824558,0.890231127,0.744331031,0.864247538,0.732650627
976,0.20041575,0.892357652,0.75067484,0.867156114,0.719204928
977,0.20141263,0.894013079,0.75108106,0.866895912,0.727697693
978,0.20682812,0.895019215,0.744573395,0.864361079,0.719841222
979,0.20172694,0.896002302,0.747624274,0.866130288,0.716430419
980,0.20298173,0.90016032,0.737204042,0.864770667,0.710896111
981,0.21081312,0.890123691,0.729901686,0.864538649,0.713790849
982,0.20353538,0.892255116,0.740728337,0.8664693,0.737798498
983,0.20199938,0.894837423,0.750215472,0.866252056,0.726596699
984,0.2011624,0.893875931,0.749382725,0.866956843,0.723552922
985,0.19990471,0.890932337,0.745763346,0.867397697,0.727771824
986,0.20465003,0.892445944,0.747443343,0.86621984,0.733045825
987,0.2054214,0.893510508,0.743691275,0.865103616,0.732172346
988,0.20694382,0.891890536,0.744923865,0.864441766,0.724125979
989,0.20282374,0.895212494,0.74672059,0.86634466,0.718796295
990,0.2043205,0.893291117,0.744549779,0.86618534,0.734395394
991,0.20209381,0.891321268,0.738240229,0.867794531,0.735743157
992,0.20186776,0.894457528,0.745610501,0.867358246,0.72809408
993,0.20127936,0.893994011,0.74626282,0.866987423,0.734005883
994,0.20532085,0.897529234,0.734955071,0.867190363,0.735055078
995,0.20041849,0.895310818,0.752577897,0.86760133,0.726487086
996,0.19863313,0.898520438,0.740589343,0.867693016,0.726262924
997,0.20058125,0.896397819,0.751050494,0.867658604,0.722600123
998,0.20298398,0.890730405,0.740812675,0.868260906,0.726270162
999,0.20402649,0.888637268,0.732340629,0.867813839,0.724350437
1000,0.19833969,0.896160815,0.752366366,0.868572825,0.732077124
